talk_id,title,abstract,type,session
11,Should I Stay or Should I Go: Behavioral Plasticity Breeds Success in Dynamic Environments,"Abstract: Adaptive decision-making allows individuals to maximize performance in the face of environmental uncertainty by leveraging past experience to inform behavior. We evaluated whether previous experience influenced maternal behavior and reproductive success. From 2020 to 2023, we captured pregnant white-tailed deer (Odocoileus virginianus) and equipped them with vaginal implant transmitters to track parturition events and collar neonates at birth sites. We monitored neonates daily until a mortality event occurred and considered females reproductively successful if they had at least one neonate survive the first 14 days of life (i.e., limited mobility period where neonates employ a “hider strategy”). We quantified site fidelity as the Euclidean distance between birth sites of the same individual in consecutive years. We identified 29 consecutive birth site pairs from 21 individuals. We used linear mixed effects models to examine the effect of recent success on site fidelity in the subsequent fawning season. We then used a Cox proportional-hazards model to identify site fidelity’s effect on neonate survival. We found that recent success significantly influenced site fidelity. Specifically, females who were unsuccessful in the previous fawning season selected a birth site approximately 0.23 km farther from their previous birth site, suggesting females employed a “win-stay: lose-switch” strategy in site fidelity. Additionally, site fidelity significantly affected reproductive success in that females who moved farther from their previous birth site experienced a 61% reduction in neonate mortality risk. Our results suggest that females learned from experience and adapted their behavior to promote success in the future.",oral,Conservation & Ecology of Mammals I
12,Identifying Drivers of Radio-linked Neonate Collar Performance,"Abstract: Monitoring neonatal survival is critical for understanding population dynamics. However, traditional tracking methods pose logistical challenges that hinder neonate monitoring. Integrating ultra high frequency radio chipsets into global positioning system collars that monitor paired very high frequency units has improved neonatal monitoring capabilities, enabling practitioners to explore novel questions. Framing these questions requires an accurate characterization of what constitutes an adult-neonate contact and the factors that influence connection success. We fitted mixed-effects logistic regression models to examine the influence of terrain ruggedness, vegetation structure, collar height, and adult-neonate collar distance on collar connection success in a shortgrass prairie during Jul−Aug of 2024. The odds of connection decreased with increasing terrain ruggedness (β: −0.79, SE: 0.07, p < 0.001) and greater collar distance (β: −0.04, SE: 0.002, p < 0.001). The negative effect of collar distance was stronger at greater terrain ruggedness. At a terrain ruggedness (i.e., mean difference in elevation between a focal and neighboring cells in m) of 0, probability of connection was >0.97 across all distances tested (20–185 m). However, at a terrain ruggedness of 5.8, probability decreased to 0.50 at ~100 m. We did not detect an effect of vegetation structure or collar height. Our results highlight how terrain ruggedness influences proximity estimates. We also provide some of the first estimates of the distances at which adult and neonate collars can connect, showing that successful connections simply indicate the adult is within 100 m or more, complicating reliable identification of true adult- neonate contacts.",oral,Conservation & Ecology of Mammals I
13,Understanding Drivers of Recruitment of White-tailed Deer in South Texas,"Abstract: Rangelands are often managed for cattle production and wildlife. Understanding the effects of cattle on wildlife relative to other factors, such as precipitation, is key to effective multiuse management. We experimentally manipulated cattle management on East Foundation’s San Antonio Veijo Ranch in South Texas where white-tailed deer (Odocoileus virginianus) are not exposed to harvest or supplemental feed. We measured recruitment indices using evidence of lactation in autumn from 284 adult female deer captured from 2011-2023 and known fate survival to 12-weeks of 90 neonates monitored during 2020-2023. We characterized capture locations of adult females and birth sites of neonates based on landscape attributes, precipitation, and cattle management. We fit generalized linear mixed models predicting the lactation status (yes or no) as a function of these covariates. We fit Cox-proportional hazards models to predict mortality hazard of neonates as a function of the same predictors. We found the presence of cattle during the fawning season (June-August) reduced the probability of lactation in adult females and increased the odds of neonate mortality. We also found both recruitment indices increased strongly with spring rain and moderately with brush density. Our results demonstrate a benefit of the rotational grazing treatment, such that deer recruitment improved where cattle were absent during the fawning season. While rainfall patterns strongly influenced recruitment, manageable factors including cattle grazing and brush density offer potential approaches to manipulate deer recruitment. Our results highlight the utility of managing these factors to achieve deer recruitment objectives. Conservation & Ecology of Birds I Pioneer II, February 20, 2025 Moderator: Hunter Scoggins",oral,Conservation & Ecology of Mammals I
14,"The Value of Pricklypear and Diverse, Native-plant Communities as Nesting Habitat for Scaled Quail","Abstract: Habitat loss has been implicated in the decline of chestnut-bellied scaled quail (Callipepla squamata castanogastris) in southern Texas. Although a general affinity of the subspecies for native thornscrub is known, little information exists on its specific habitat requirements and demography. We conducted a study (n = 5 ranches; LaSalle and McMullen counties) to 1) quantify survival, reproduction, and occupancy of chestnut-bellied scaled quail and 2) characterize its nesting habitat. We radio-collared individuals (n = 137) during Mar‒Aug 2013 and 2014 to estimate survival and reproduction and conducted call-count surveys (n = 60 points) during May‒August of both years to estimate occupancy and detection probability. We measured vegetation at nest sites (n = 53 nests) and paired random points to document habitat use. Seasonal survival (0.68‒0.85), clutch size (10‒11 eggs), and nest success (38‒ 59%) were within values reported in past literature. However, relative abundance (0.14‒0.25 calling males/point), occupancy (0.56‒0.73), and probability of detection (0.10‒0.32) were low. Pricklypear (Opuntia engelmannii) was the most common nesting substrate (68%; n = 53 nests), with pricklypear (95% CI β = 0.992‒1.105; P < 0.09), woody plants (95% CI β = 1.001‒1.042; P < 0.04), and native grasses (95% CI β = 0.993‒1.129; P < 0.08) being important variables distinguishing nests from random sites. Nest survival was negatively influenced by non-native grass cover (95% CI β = - 0.115 ‒ -0.006). Preservation of diverse native-plant communities should receive high consideration when planning brush management in southern Texas if conservation of chestnut-bellied scaled quail is a goal.",oral,Conservation & Ecology of Mammals I
15,The Plight of the Northern Bobwhite: Do Habitat and Rainfall Impact Population Growth in Texas?,"Abstract: Wildlife today face many challenges such as habitat loss, fragmentation, climate change, and consumptive use. Northern bobwhite (Colinus virginianus) is a gamebird that inhabits semi-arid rangelands, whose persistence depends on large habitat tracts and adequate rainfall. Habitat loss and fragmentation have been hypothesized as potential factors influencing the bobwhite decline at large spatial scales; however, long-term changes in weather (i.e. rain, temperature, and soil moisture) traditionally have not been considered as contributing factors. The objective of our study was to evaluate the hypothesis that habitat loss, connectivity, and long-term weather trends influence bobwhite population growth in northern and southern Texas. We used historical (1978–1992) and projected (1992–2022) land cover data from the United States Geological Survey to assess bobwhite habitat connectivity and configuration. We also used data from the National Centers for Environmental Information to quantify weather within each region using Palmer Modified Drought Index (PMDI) and breeding season temperature (BST) values. Here we report on the influence of habitat (amount [%] and clumpiness [0-1]) and weather (PMDI and BST) on bobwhite population growth and discuss the relative importance of each. Our findings will 1) provide a better understanding of the degree to which habitat loss, connectivity, and weather influence bobwhites in Texas and 2) help guide species conservation at regional scales.",oral,Conservation & Ecology of Mammals I
16,Survival and Cause-specific Mortality of Northern Bobwhite Translocated to the Pineywoods,"Abstract: Northern bobwhite (Colinus virginianus) have largely disappeared from the Pineywoods of Texas due to a multitude of landscape changes. Translocation is an effective method for restoring bobwhite populations in the southeastern United States following habitat restoration. We radiomarked and translocated 240 wild bobwhite – 60 bobwhite in January 2023, March 2023, January 2024, and March 2024 – from Florida to a 3,622-ha area in Polk County, Texas. We monitored bobwhite daily to estimate survival rates and determine mortality causes. During 6 January to 1 October 2023, period survival was 48.1% (95% CI = 37.2-59.2%) and 35.3% (95% CI = 25.4-46.5%) for January and March cohorts, respectively. During 11 January to 3 October 2024, period survival was 33.5% (95% CI = 23.2-45.7%) and 21.6% (95% CI = 13.5-32.9%) for January and March cohorts, respectively. In 2024, avian predation risk was greater (HR = 2.66, 95% CI = 1.61-4.37), mammalian predation was lower (HR = 0.30, 95% CI = 0.13-0.69) and snake predation was lower (HR = 0.12, 95% CI = 0.03-0.45) than 2023. Additionally, March released bobwhite experienced greater avian predation risk (HR = 1.94, 95% CI = 1.20-3.12) and lower mammalian predation (HR = 0.34, 95% CI = 0.15-0.78) than January released bobwhite. Though survival was lower in 2024, among both years, survival was 1) similar or higher than source populations and 2) higher for January translocated bobwhite. Our findings suggest there is flexibility in release timing when considering bobwhite translocations with potential advantages to January releases in eastern Texas.",oral,Conservation & Ecology of Mammals I
17,Release Timing Does Not Influence Nesting of Translocated Northern Bobwhite,"Abstract: Northern bobwhite (Colinus virginianus) have largely disappeared from the Pineywoods of Texas due to a multitude of landscape changes. Translocation is an effective tool for restoring bobwhite populations in the southeastern United States following habitat restoration. Typically, translocations are conducted just prior to the breeding season to maximize breeding potential; however, translocations are logistically intensive and flexibility in release timing would mitigate this difficulty. We radiomarked and translocated 240 wild bobwhite – 60 in January 2023, March 2023, January 2024, and March 2024 – from Florida to a 3,622-ha area in Polk County, Texas. We monitored bobwhite during Apr 15–Oct 15 to estimate reproductive rates. We estimated nest incubation rates (nests/bird alive at the onset of nesting season) and nest success using Poisson and binomial regressions, respectively. We found 74 nests and 45 nests in 2023 and 2024, respectively; incubation rates were higher in 2023 (β2024 = -0.44, 95% CI = -0.81–-0.07, P = 0.02), higher for females (βMales = -0.99, 95% CI = -1.39–-0.58, P < 0.001), but did not differ between release cohorts (βMar = 0.03, 95% CI = -0.33–0.39, P = 0.88). Nest success was higher in 2024 (β2024 = 0.84, 95% CI = 0.05–1.63, P = 0.04) but did not differ by release cohort (βMar = -0.31, 95% CI = -1.05–0.44, P = 0.42) or sex (βMale = -0.07, 95% CI = -0.91–0.77, P = 0.86). Our findings suggest there is flexibility in release timing when considering bobwhite translocations.",oral,Conservation & Ecology of Mammals I
18,Leveraging Breeding Bird Survey Data to Assess Factors Influencing Northern Bobwhite Population Stability Across the Species Range,"Abstract: Despite the overall decline of Northern Bobwhite quail (Colinus virginianus), some population strongholds remain, spread patchily across the species range and encompassing multiple different ecoregions and habitat types. To successfully arrest the decline of Northern Bobwhite, identifying areas where quail are succeeding, where they are in decline, and what factors are driving quail population dynamics across their range is critical. Furthermore, it is important to conduct these analyses across a large spatiotemporal scale to account for annual stochasticity in environmental conditions and structural variation in quail habitat. Although local count data is typically considered a more accurate index of quail abundance by state wildlife agencies, there exists significant variation in data collection methodology among state agencies, which makes comparing these estimates across time and large geographic areas difficult. Because Breeding Bird Survey (BBS) data collection protocols are nationally standardized, population estimates based on BBS data can be easily compared between ecoregions across the species’ range. We used Northern Bobwhite BBS data from 1,717 BBS routes to conduct an Emerging Hotspot Analysis with the objective of identifying areas of high (HotSpot) and low (ColdSpot) quail population productivity during a 20-year period from 2000-2019. We then employed Random Forests to examine the influence of landscape composition and configuration, land-use change, plant phenology, weather, drought severity, and human influence on quail population productivity around HotSpots and ColdSpots. We also introduce SaveBirds (www.savebirds.app), a web application designed for wildlife science professionals to mine and format BBS data.",oral,Conservation & Ecology of Mammals I
19,Autumn Roadside Surveys for Norhtern Bobwhite in Southern Texas: Efficacy and Modifications,"Abstract: Northern bobwhites (Colinus virginianus) are an iconic game species that are of increasing concern to wildlife managers due to their erratic populations in southern Texas. Roadside surveys are a common technique used by state agencies and landowners to monitor bobwhite populations. However, these surveys generally assume detection probability is constant across space and time thereby limiting their reliability. Our objectives were to 1) evaluate the influence of landscapes characteristics (e.g., habitat and energy infrastructure) and weather on bobwhite relative abundance, and 2) estimate detection probability during roadside surveys as a function of survey- level covariates (e.g., starting time, date of survey, temperature). We conducted quail roadside surveys on ranches in southern Texas during August‒September 2022 (13 sites; n = 28 total routes) and 2023 (21 sites; n = 43 total routes). Surveys were repeated 4‒6 times, and we remotely collected data for landscape covariates (e.g., habitat, energy infrastructure, and vegetation cover) and weather covariates (e.g., seasonal and annual precipitation, summer temperature, and drought indices) at multiple scales: region (50-km and 16-km window) and site (400-m). We used N-mixture models to evaluate the influence of covariates on abundance and detection probability. Perennial forb and grass cover had the strongest influence on my bobwhite relative abundance model at the site scale (400-km). In addition, we documented a negative relationship between detection probability and date of survey. Our results highlight the importance of perennial herbaceous cover for bobwhite abundance and the need to account for detection probability during roadside surveys to improve data reliability. Natural Resources Management Pioneer III, February 20, 2025 Moderator: Jane Duke",oral,Conservation & Ecology of Mammals I
20,Vegetation Responses After Disturbance from Ashe Juniper Removal,"Abstract: Woody encroachment of Ashe juniper (Juniperus ashei) is an ongoing problem in many Texas riparian areas. Restoration through mechanical removal of woody encroached species can have unpredictable results on re-establishment of herbaceous and woody species due to soil disturbance, time since removal, the preexisting seed bank, and other environmental factors. Our objective was to examine the response of riparian vegetation after physical removal of Ashe juniper without additional planting of saplings but with reseeding of the herbaceous ground cover. Our study occurs at a tract of riparian land undergoing restoration in north-central Texas in the Western Cross Timbers ecoregion. A contracted company initiated mechanical removal of Ashe juniper within multiple riparian areas along both ephemeral and intermittent streams. In removal areas, we measured stem counts of woody species designated by size class, canopy cover, and herbaceous cover. We reseeded the removal areas with native herbaceous seeds but have allowed woody plants to naturally re-establish. Our study is a before-after treatment design that we analyzed using a two- way ANOVA. Preliminary results from 4 years post-removal data suggest trends towards woody vegetation recovery. We will present results that evaluate juniper regrowth, native and invasive grass recovery, influences of canopy cover on herbaceous cover, and the variation in woody seedling growth across the study area. Our results inform immediate restoration activities, such as herbaceous reseeding, woody planting, and removal of litter, and provide more understanding about community-level responses to Ashe juniper removal.",oral,Natural Resources Management
21,Exploring Mycorrhizal Dynamics: A Comparative Analysis of Rotational vs. Continuous Grazing Systems,"Abstract: Desert ecosystems are vital in supporting ranching by providing essential ecosystem services despite their fragility. In regions where ranching, grazing, and wildlife management are viable, understanding how land management practices affect the ecosystem is essential. Desert grasslands are vulnerable to degradation, particularly those dominated by blue grama (Bouteloua gracilis). Management practices can significantly influence plant communities and overall ecosystem health. Different grazing systems were developed to improve ecosystem health and productivity, though their effectiveness is debatable. Blue grama helps maintain productivity in ranching operations as its health closely relates to underground processes, such as the symbiotic relationship with arbuscular mycorrhizal fungi (AMF). AMF enhances water and nutrient uptake and supports plant resilience. This study examines how different grazing systems – continuous and rotational – affect AMF communities in blue grama across two distinct soil types – Marfa and Musquiz clay loams. Mycorrhizal colonization was evaluated using the magnified gridline intersection method after staining roots to assess these differences. Statistical analyses, including ANOVA, were conducted to evaluate mycorrhizal colonization across plots with continuous and rotational grazing on Marfa and Musquiz clay loams. Rotational grazing resulted in higher mycorrhizal colonization than continuous grazing, suggesting that rotational grazing creates more favorable conditions for mycorrhizal fungi. For landowners and ranchers in the Chihuahuan Desert, this study emphasizes the importance of adopting sustainable land management practices that support the health of mycorrhizal communities. By prioritizing rotational grazing, ranchers can reduce soil compaction, maintain vegetation cover, and support the symbiotic relationship between plants and mycorrhizal fungi.",oral,Natural Resources Management
22,The Role of Soil Type and Grazing Systems in Shaping Desert Grassland Ecosystems,"Abstract: Desert grasslands are critical ecosystems that support diverse wildlife species and provide valuable resources for livestock production. However, the Trans- Pecos is subjected to habitat degradation if managed incorrectly because of the variable precipitation in desert grasslands. The choice of grazing system has long been debated as to which has the most benefits in meeting a landowner’s goal and sustaining healthy rangelands. The two most common grazing systems, rotational and continuous, can modify and sustain rangeland health. Therefore, this project aims to identify and compare grass species cover, annual standing crop production, species composition, forage nutrition, and soil moisture between a long-term rotational, continuous, and deferred grazing system in a desert grassland of the Trans-Pecos. Grasses were collected at the end of the 2023 and 2024 growing season. Random stratified sampling was used to place 690 0.5 m2 plots in all grazing regimes confined to two soil types (Marfa-clay-loam and Musquiz-clay-loam). Volumetric soil moisture was taken along with all other floristic data at each plot. Linear regression analysis showed that a continuous system will increase soil moisture between all systems overall and has the greatest increase on Musquiz-clay-loam with little to no effect on Marfa-clay-loam. A rotational system with higher overall unique species decreases soil moisture on both soil types compared to the deferred and continuous. With further analysis, this study will reinforce the importance of considering soil types when developing grazing systems and allow for grazing to be used as a management tool to conserve and restore grasslands.",oral,Natural Resources Management
